customer_id,recency_invoice,frequency,total_spending,R_score,F_score,S_score,RFS_code,RFS_total,RFS_segment
15509,6865008.0,1.0,11335.0,2,1,1,211,4,Hibernating
15510,11221237.0,2.0,15672.0,4,2,2,422,8,Promising
15511,9971415.0,4.0,16446.0,3,4,2,342,9,Need Attention
15512,8649756.0,2.0,16819.0,2,2,2,222,6,Hibernating
15513,11183374.0,5.0,13134.0,4,4,1,441,9,Promising
15514,2751571.0,1.0,47934.0,1,1,5,115,7,At Risk
15515,1756547.0,1.0,30423.0,1,1,4,114,6,Hibernating
15516,12069561.0,13.0,8165.0,5,5,1,551,11,Loyal Visitors
15517,11820255.0,3.0,22492.0,5,3,3,533,11,Loyal Visitors
15519,,,34053.0,,,5,---,5,No Basket History
15520,10286363.0,2.0,67570.0,3,2,5,325,10,High Spenders
15521,9852138.0,3.0,20040.0,3,3,3,333,9,Need Attention
15522,,,38144.0,,,5,---,5,No Basket History
15523,946598.0,1.0,15548.0,1,1,2,112,4,Hibernating
15524,11757013.0,3.0,26206.0,5,3,4,534,12,High Spenders
15525,,,31884.0,,,4,---,4,No Basket History
15527,9992628.0,2.0,16288.0,3,2,2,322,7,At Risk
15528,4938950.0,1.0,38374.0,1,1,5,115,7,At Risk
15529,,,31517.0,,,4,---,4,No Basket History
15532,6986240.0,1.0,23338.0,2,1,4,214,7,At Risk
15533,5476515.0,2.0,23725.0,1,2,4,124,7,At Risk
15534,7425626.0,1.0,13137.0,2,1,1,211,4,Hibernating
15535,,,20449.0,,,3,---,3,No Basket History
15536,11474953.0,7.0,19661.0,5,5,3,553,13,Champions
15537,10221055.0,3.0,23780.0,3,3,4,334,10,High Spenders
15538,11854890.0,4.0,24665.0,5,4,4,544,13,Champions
15539,,,38128.0,,,5,---,5,No Basket History
15540,10264109.0,3.0,43302.0,3,3,5,335,11,High Spenders
15543,12029484.0,17.0,18966.0,5,5,3,553,13,Champions
15544,10195517.0,8.0,39992.0,3,5,5,355,13,Champions
15545,7661722.0,1.0,25824.0,2,1,4,214,7,At Risk
15546,11627302.0,7.0,11616.0,5,5,1,551,11,Loyal Visitors
15547,7811279.0,7.0,24260.0,2,5,4,254,11,High Spenders
15548,11535001.0,5.0,14845.0,5,4,2,542,11,Loyal Visitors
15549,7892285.0,3.0,53550.0,2,3,5,235,10,High Spenders
15550,11050157.0,2.0,39322.0,4,2,5,425,11,High Spenders
15551,12210881.0,5.0,15483.0,5,4,2,542,11,Loyal Visitors
15552,9893714.0,7.0,47813.0,3,5,5,355,13,Champions
15553,11059344.0,2.0,12166.0,4,2,1,421,7,Promising
15554,10387763.0,5.0,33669.0,3,4,5,345,12,High Spenders
15555,11474896.0,11.0,14141.0,5,5,2,552,12,Loyal Visitors
15556,3196732.0,1.0,13520.0,1,1,2,112,4,Hibernating
15557,12132726.0,4.0,10315.0,5,4,1,541,10,Loyal Visitors
15558,9677084.0,2.0,14507.0,3,2,2,322,7,At Risk
15559,5549828.0,1.0,10465.0,1,1,1,111,3,Hibernating
15560,10711677.0,2.0,11908.0,4,2,1,421,7,Promising
15561,7671926.0,3.0,15573.0,2,3,2,232,7,Need Attention
15563,,,14817.0,,,2,---,2,No Basket History
15564,8617981.0,2.0,16554.0,2,2,2,222,6,Hibernating
15565,8988171.0,1.0,15403.0,3,1,2,312,6,Hibernating
15566,4391481.0,2.0,22055.0,1,2,3,123,6,Hibernating
15567,7331760.0,3.0,19943.0,2,3,3,233,8,Need Attention
15568,10883217.0,1.0,9859.0,4,1,1,411,6,Hibernating
15569,9374367.0,3.0,33913.0,3,3,5,335,11,High Spenders
15570,8554921.0,2.0,14119.0,2,2,2,222,6,Hibernating
15571,11821614.0,2.0,15901.0,5,2,2,522,9,Promising
15572,1195642.0,1.0,15835.0,1,1,2,112,4,Hibernating
15573,3816814.0,2.0,13905.0,1,2,2,122,5,Hibernating
15574,,,14253.0,,,2,---,2,No Basket History
15575,11794987.0,1.0,12361.0,5,1,1,511,7,Promising
15576,10092396.0,3.0,6507.0,3,3,1,331,7,Need Attention
15579,11984033.0,5.0,7472.0,5,4,1,541,10,Loyal Visitors
15582,,,19012.0,,,3,---,3,No Basket History
15583,7220448.0,2.0,15158.0,2,2,2,222,6,Hibernating
15584,8937293.0,5.0,14748.0,3,4,2,342,9,Need Attention
15585,6307061.0,1.0,20862.0,2,1,3,213,6,Hibernating
15587,7983062.0,2.0,27867.0,2,2,4,224,8,At Risk
15588,10404939.0,1.0,12103.0,4,1,1,411,6,Hibernating
15590,,,3523.0,,,1,---,1,No Basket History
15591,11587447.0,3.0,14896.0,5,3,2,532,10,Loyal Visitors
15592,7937304.0,2.0,14940.0,2,2,2,222,6,Hibernating
15594,11115614.0,2.0,22000.0,4,2,3,423,9,Promising
15595,3430285.0,2.0,32829.0,1,2,5,125,8,At Risk
15596,11257482.0,12.0,47811.0,4,5,5,455,14,Champions
15597,10807016.0,3.0,22277.0,4,3,3,433,10,Loyal Visitors
15598,3103643.0,2.0,35135.0,1,2,5,125,8,At Risk
15599,3752201.0,2.0,10010.0,1,2,1,121,4,Hibernating
15600,5414536.0,2.0,16483.0,1,2,2,122,5,Hibernating
15601,5201112.0,4.0,68601.0,1,4,5,145,10,High Spenders
15602,,,41006.0,,,5,---,5,No Basket History
15603,11814291.0,7.0,25310.0,5,5,4,554,14,Champions
15604,5736995.0,2.0,22056.0,1,2,3,123,6,Hibernating
15605,5713395.0,1.0,27002.0,1,1,4,114,6,Hibernating
15607,,,30137.0,,,4,---,4,No Basket History
15608,11182794.0,3.0,16467.0,4,3,2,432,9,Promising
15609,,,15382.0,,,2,---,2,No Basket History
15610,8658171.0,2.0,21937.0,2,2,3,223,7,At Risk
15611,,,25141.0,,,4,---,4,No Basket History
15612,,,29816.0,,,4,---,4,No Basket History
15613,6520477.0,1.0,12302.0,2,1,1,211,4,Hibernating
15614,5554674.0,2.0,35058.0,1,2,5,125,8,At Risk
15615,9816273.0,3.0,25063.0,3,3,4,334,10,High Spenders
15616,6461452.0,3.0,16613.0,2,3,2,232,7,Need Attention
15617,11598435.0,13.0,26014.0,5,5,4,554,14,Champions
15618,3760638.0,1.0,32564.0,1,1,5,115,7,At Risk
15619,4760888.0,3.0,8988.0,1,3,1,131,5,Hibernating
15620,8800800.0,2.0,34927.0,3,2,5,325,10,High Spenders
15621,4235554.0,1.0,22347.0,1,1,3,113,5,Hibernating
15622,5423804.0,1.0,21793.0,1,1,3,113,5,Hibernating
15624,11353782.0,3.0,25035.0,4,3,4,434,11,High Spenders
15625,11917816.0,1.0,22483.0,5,1,3,513,9,Promising
15626,7388147.0,4.0,37157.0,2,4,5,245,11,High Spenders
15628,11257234.0,3.0,30270.0,4,3,4,434,11,High Spenders
15629,,,59800.0,,,5,---,5,No Basket History
15631,4750486.0,2.0,12978.0,1,2,1,121,4,Hibernating
15632,10457775.0,1.0,16868.0,4,1,2,412,7,Promising
15633,3536261.0,2.0,44476.0,1,2,5,125,8,At Risk
15634,9707945.0,2.0,12317.0,3,2,1,321,6,Hibernating
15636,10288013.0,2.0,46588.0,3,2,5,325,10,High Spenders
15637,10716831.0,3.0,28597.0,4,3,4,434,11,High Spenders
15638,11706876.0,11.0,15622.0,5,5,2,552,12,Loyal Visitors
15640,1296995.0,2.0,44106.0,1,2,5,125,8,At Risk
15641,,,31140.0,,,4,---,4,No Basket History
15643,,,43985.0,,,5,---,5,No Basket History
15644,11758640.0,5.0,20057.0,5,4,3,543,12,Loyal Visitors
15645,2971079.0,1.0,21870.0,1,1,3,113,5,Hibernating
15646,848649.0,1.0,21946.0,1,1,3,113,5,Hibernating
15647,5485951.0,1.0,14349.0,1,1,2,112,4,Hibernating
15648,3271515.0,1.0,25260.0,1,1,4,114,6,Hibernating
15650,5790113.0,1.0,24685.0,1,1,4,114,6,Hibernating
15651,11880008.0,3.0,20383.0,5,3,3,533,11,Loyal Visitors
15652,7714185.0,2.0,7374.0,2,2,1,221,5,Hibernating
15653,11056439.0,3.0,32143.0,4,3,5,435,12,High Spenders
15654,8885534.0,3.0,22374.0,3,3,3,333,9,Need Attention
15655,5789061.0,2.0,33257.0,1,2,5,125,8,At Risk
15656,11619052.0,3.0,7621.0,5,3,1,531,9,Promising
15657,,,17280.0,,,2,---,2,No Basket History
15658,10548408.0,1.0,17548.0,4,1,2,412,7,Promising
15659,11972047.0,4.0,15758.0,5,4,2,542,11,Loyal Visitors
15660,11334399.0,11.0,17381.0,4,5,2,452,11,Loyal Visitors
15661,10834560.0,8.0,18063.0,4,5,3,453,12,Loyal Visitors
15663,9687429.0,5.0,59782.0,3,4,5,345,12,High Spenders
15664,5687852.0,2.0,40750.0,1,2,5,125,8,At Risk
15665,10244302.0,4.0,18205.0,3,4,3,343,10,Loyal Visitors
15666,880213.0,1.0,17489.0,1,1,2,112,4,Hibernating
15667,305195.0,1.0,34345.0,1,1,5,115,7,At Risk
15668,8947117.0,5.0,4703.0,3,4,1,341,8,Need Attention
15669,,,22883.0,,,3,---,3,No Basket History
15670,11311460.0,5.0,15236.0,4,4,2,442,10,Loyal Visitors
15671,9440844.0,3.0,22906.0,3,3,3,333,9,Need Attention
15672,,,23850.0,,,4,---,4,No Basket History
15675,7362704.0,1.0,63685.0,2,1,5,215,8,At Risk
15677,,,4357.0,,,1,---,1,No Basket History
15678,,,27532.0,,,4,---,4,No Basket History
15679,11100784.0,8.0,23525.0,4,5,4,454,13,Champions
15680,6084583.0,2.0,17943.0,1,2,3,123,6,Hibernating
15681,10595341.0,3.0,7462.0,4,3,1,431,8,Promising
15682,9531658.0,4.0,18302.0,3,4,3,343,10,Loyal Visitors
15683,9263406.0,1.0,38884.0,3,1,5,315,9,At Risk
15684,8046636.0,3.0,14103.0,2,3,2,232,7,Need Attention
15687,11639483.0,1.0,23691.0,5,1,4,514,10,High Spenders
15688,8668857.0,2.0,35684.0,2,2,5,225,9,At Risk
15689,11197199.0,3.0,15992.0,4,3,2,432,9,Promising
15691,12099504.0,4.0,27329.0,5,4,4,544,13,Champions
15692,10564957.0,12.0,13805.0,4,5,2,452,11,Loyal Visitors
15693,9929848.0,5.0,20995.0,3,4,3,343,10,Loyal Visitors
15694,11409842.0,5.0,7099.0,4,4,1,441,9,Promising
15696,12210954.0,3.0,29369.0,5,3,4,534,12,High Spenders
15697,3037228.0,3.0,21075.0,1,3,3,133,7,Need Attention
15698,,,23712.0,,,4,---,4,No Basket History
15700,11648071.0,4.0,16805.0,5,4,2,542,11,Loyal Visitors
15701,11458979.0,7.0,22856.0,5,5,3,553,13,Champions
15702,,,21547.0,,,3,---,3,No Basket History
15703,12180746.0,7.0,43431.0,5,5,5,555,15,Champions
15704,9314024.0,2.0,34067.0,3,2,5,325,10,High Spenders
15705,9663932.0,11.0,26759.0,3,5,4,354,12,High Spenders
15706,12106510.0,3.0,17293.0,5,3,2,532,10,Loyal Visitors
15707,7053568.0,1.0,16450.0,2,1,2,212,5,Hibernating
15708,,,38190.0,,,5,---,5,No Basket History
15709,6313559.0,1.0,26728.0,2,1,4,214,7,At Risk
15710,,,22290.0,,,3,---,3,No Basket History
15711,,,29356.0,,,4,---,4,No Basket History
15712,1885322.0,2.0,11865.0,1,2,1,121,4,Hibernating
15713,7653572.0,4.0,21311.0,2,4,3,243,9,Need Attention
15714,9688788.0,2.0,24804.0,3,2,4,324,9,At Risk
15716,11921802.0,5.0,15713.0,5,4,2,542,11,Loyal Visitors
15717,1715662.0,2.0,31844.0,1,2,4,124,7,At Risk
15718,11372449.0,2.0,18391.0,4,2,3,423,9,Promising
15719,,,10200.0,,,1,---,1,No Basket History
15720,8698491.0,3.0,21469.0,2,3,3,233,8,Need Attention
15721,6337824.0,4.0,12333.0,2,4,1,241,7,Need Attention
15722,5464081.0,2.0,21078.0,1,2,3,123,6,Hibernating
15723,9751367.0,3.0,36176.0,3,3,5,335,11,High Spenders
15724,,,71770.0,,,5,---,5,No Basket History
15725,2997559.0,2.0,20245.0,1,2,3,123,6,Hibernating
15726,10286975.0,5.0,19359.0,3,4,3,343,10,Loyal Visitors
15727,11535970.0,2.0,7072.0,5,2,1,521,8,Promising
15729,9395264.0,2.0,13442.0,3,2,2,322,7,At Risk
15730,7337064.0,2.0,11869.0,2,2,1,221,5,Hibernating
15732,7125549.0,1.0,27094.0,2,1,4,214,7,At Risk
15734,8736753.0,4.0,19870.0,2,4,3,243,9,Need Attention
15735,11449087.0,7.0,11668.0,4,5,1,451,10,Loyal Visitors
15736,,,51513.0,,,5,---,5,No Basket History
15737,11227857.0,7.0,14804.0,4,5,2,452,11,Loyal Visitors
15738,7107465.0,3.0,23065.0,2,3,3,233,8,Need Attention
15739,7539771.0,1.0,25120.0,2,1,4,214,7,At Risk
15741,9315037.0,6.0,10825.0,3,5,1,351,9,Need Attention
15743,10312535.0,4.0,15572.0,3,4,2,342,9,Need Attention
15744,7695077.0,4.0,21424.0,2,4,3,243,9,Need Attention
15745,7229501.0,7.0,20605.0,2,5,3,253,10,Loyal Visitors
15746,7848058.0,5.0,20249.0,2,4,3,243,9,Need Attention
15747,11321336.0,4.0,15356.0,4,4,2,442,10,Loyal Visitors
15750,10723857.0,1.0,20106.0,4,1,3,413,8,Promising
15751,11798718.0,10.0,19365.0,5,5,3,553,13,Champions
15752,10828096.0,3.0,49715.0,4,3,5,435,12,High Spenders
15753,11799026.0,11.0,21863.0,5,5,3,553,13,Champions
15754,2007502.0,1.0,33121.0,1,1,5,115,7,At Risk
15755,,,21573.0,,,3,---,3,No Basket History
15756,11948558.0,1.0,24850.0,5,1,4,514,10,High Spenders
15758,,,7802.0,,,1,---,1,No Basket History
15759,9607389.0,7.0,11470.0,3,5,1,351,9,Need Attention
15761,10149815.0,8.0,23848.0,3,5,4,354,12,High Spenders
15762,9876375.0,10.0,24572.0,3,5,4,354,12,High Spenders
15763,8047645.0,5.0,17729.0,2,4,3,243,9,Need Attention
15764,9674062.0,1.0,24226.0,3,1,4,314,8,At Risk
15765,10791167.0,7.0,22213.0,4,5,3,453,12,Loyal Visitors
15766,5072040.0,7.0,5927.0,1,5,1,151,7,Need Attention
15767,9715135.0,1.0,18750.0,3,1,3,313,7,At Risk
15768,7151804.0,2.0,24122.0,2,2,4,224,8,At Risk
15769,,,5652.0,,,1,---,1,No Basket History
15771,9802059.0,1.0,17636.0,3,1,3,313,7,At Risk
15772,,,28298.0,,,4,---,4,No Basket History
15773,10313335.0,5.0,12447.0,3,4,1,341,8,Need Attention
15774,7679668.0,2.0,47270.0,2,2,5,225,9,At Risk
15775,8666408.0,2.0,37909.0,2,2,5,225,9,At Risk
15776,,,29865.0,,,4,---,4,No Basket History
15777,10978738.0,8.0,43653.0,4,5,5,455,14,Champions
15778,12149766.0,11.0,51600.0,5,5,5,555,15,Champions
15779,7542698.0,1.0,4126.0,2,1,1,211,4,Hibernating
15781,4888248.0,2.0,18655.0,1,2,3,123,6,Hibernating
15782,11562933.0,3.0,21818.0,5,3,3,533,11,Loyal Visitors
15783,9544807.0,2.0,6273.0,3,2,1,321,6,Hibernating
15784,7661946.0,2.0,11600.0,2,2,1,221,5,Hibernating
15785,11920556.0,3.0,32993.0,5,3,5,535,13,Champions
15786,12107179.0,5.0,13112.0,5,4,1,541,10,Loyal Visitors
15787,10895446.0,6.0,45431.0,4,5,5,455,14,Champions
15788,9253225.0,2.0,12046.0,3,2,1,321,6,Hibernating
15791,1224982.0,1.0,44981.0,1,1,5,115,7,At Risk
15792,,,25507.0,,,4,---,4,No Basket History
15793,7416095.0,4.0,32533.0,2,4,5,245,11,High Spenders
15795,,,17306.0,,,2,---,2,No Basket History
15796,11424483.0,3.0,18996.0,4,3,3,433,10,Loyal Visitors
15797,,,12225.0,,,1,---,1,No Basket History
15798,12008307.0,5.0,34926.0,5,4,5,545,14,Champions
15800,8799207.0,1.0,24404.0,3,1,4,314,8,At Risk
15801,8987831.0,3.0,13055.0,3,3,1,331,7,Need Attention
15802,11637984.0,8.0,14512.0,5,5,2,552,12,Loyal Visitors
15804,10830551.0,3.0,36308.0,4,3,5,435,12,High Spenders
15805,7582208.0,5.0,19466.0,2,4,3,243,9,Need Attention
15806,11002741.0,2.0,11955.0,4,2,1,421,7,Promising
15807,11612762.0,4.0,20764.0,5,4,3,543,12,Loyal Visitors
15808,10947622.0,3.0,57219.0,4,3,5,435,12,High Spenders
15809,10675468.0,4.0,31149.0,4,4,4,444,12,High Spenders
15811,7824870.0,4.0,24000.0,2,4,4,244,10,High Spenders
15813,9743013.0,6.0,18962.0,3,5,3,353,11,Loyal Visitors
15814,9993520.0,3.0,10932.0,3,3,1,331,7,Need Attention
15815,11158527.0,1.0,51650.0,4,1,5,415,10,High Spenders
15816,9810449.0,1.0,8216.0,3,1,1,311,5,Hibernating
15817,8608947.0,2.0,23242.0,2,2,4,224,8,At Risk
15818,,,13231.0,,,1,---,1,No Basket History
15819,6039179.0,1.0,15451.0,1,1,2,112,4,Hibernating
15820,6558386.0,1.0,31450.0,2,1,4,214,7,At Risk
15821,12096213.0,6.0,12204.0,5,5,1,551,11,Loyal Visitors
15822,7550854.0,4.0,11414.0,2,4,1,241,7,Need Attention
15823,8105084.0,1.0,17828.0,2,1,3,213,6,Hibernating
15824,9159543.0,4.0,10845.0,3,4,1,341,8,Need Attention
15825,4004254.0,2.0,21466.0,1,2,3,123,6,Hibernating
15826,4056544.0,1.0,24450.0,1,1,4,114,6,Hibernating
15828,10400784.0,8.0,15563.0,4,5,2,452,11,Loyal Visitors
15830,10315716.0,7.0,20076.0,3,5,3,353,11,Loyal Visitors
15831,11058887.0,4.0,24009.0,4,4,4,444,12,High Spenders
15832,11278949.0,7.0,28518.0,4,5,4,454,13,Champions
15833,11357819.0,4.0,10915.0,4,4,1,441,9,Promising
15834,,,25011.0,,,4,---,4,No Basket History
15835,10396519.0,2.0,19364.0,4,2,3,423,9,Promising
15838,11509064.0,4.0,29894.0,5,4,4,544,13,Champions
15839,,,18570.0,,,3,---,3,No Basket History
15840,2328003.0,1.0,9272.0,1,1,1,111,3,Hibernating
15841,10118021.0,10.0,32343.0,3,5,5,355,13,Champions
15842,7942739.0,4.0,15597.0,2,4,2,242,8,Need Attention
15844,3821920.0,2.0,15943.0,1,2,2,122,5,Hibernating
15845,9111782.0,2.0,34098.0,3,2,5,325,10,High Spenders
15846,11808338.0,6.0,17398.0,5,5,2,552,12,Loyal Visitors
15847,,,28955.0,,,4,---,4,No Basket History
15849,5755755.0,1.0,40047.0,1,1,5,115,7,At Risk
15850,10942255.0,1.0,26386.0,4,1,4,414,9,Promising
15851,7038380.0,1.0,11349.0,2,1,1,211,4,Hibernating
15852,11834557.0,3.0,25396.0,5,3,4,534,12,High Spenders
15854,10795113.0,2.0,26247.0,4,2,4,424,10,High Spenders
15857,11935259.0,7.0,16276.0,5,5,2,552,12,Loyal Visitors
15858,12008207.0,6.0,24841.0,5,5,4,554,14,Champions
15859,9604067.0,2.0,11879.0,3,2,1,321,6,Hibernating
15861,11842404.0,15.0,25332.0,5,5,4,554,14,Champions
15862,,,34613.0,,,5,---,5,No Basket History
15863,10461134.0,6.0,32175.0,4,5,5,455,14,Champions
15865,,,12317.0,,,1,---,1,No Basket History
15866,7970352.0,1.0,13595.0,2,1,2,212,5,Hibernating
15867,8687826.0,1.0,33576.0,2,1,5,215,8,At Risk
15868,2429596.0,1.0,45135.0,1,1,5,115,7,At Risk
15869,,,32927.0,,,5,---,5,No Basket History
15870,11947483.0,6.0,16217.0,5,5,2,552,12,Loyal Visitors
15871,10616454.0,2.0,12317.0,4,2,1,421,7,Promising
15872,6373171.0,6.0,61884.0,2,5,5,255,12,High Spenders
15873,9777331.0,5.0,14532.0,3,4,2,342,9,Need Attention
15874,10044538.0,4.0,36094.0,3,4,5,345,12,High Spenders
15875,603673.0,1.0,20892.0,1,1,3,113,5,Hibernating
15876,3149640.0,1.0,33054.0,1,1,5,115,7,At Risk
15877,9097207.0,4.0,20084.0,3,4,3,343,10,Loyal Visitors
15878,,,15401.0,,,2,---,2,No Basket History
15879,8542809.0,3.0,15803.0,2,3,2,232,7,Need Attention
15880,7798083.0,5.0,16591.0,2,4,2,242,8,Need Attention
15881,10790953.0,6.0,26063.0,4,5,4,454,13,Champions
15883,,,14471.0,,,2,---,2,No Basket History
15884,4689244.0,1.0,13794.0,1,1,2,112,4,Hibernating
15885,10037871.0,4.0,65080.0,3,4,5,345,12,High Spenders
15886,7644174.0,3.0,48724.0,2,3,5,235,10,High Spenders
15889,6832469.0,5.0,17850.0,2,4,3,243,9,Need Attention
15890,11241594.0,10.0,43887.0,4,5,5,455,14,Champions
15891,,,15466.0,,,2,---,2,No Basket History
15892,9322212.0,1.0,67756.0,3,1,5,315,9,At Risk
15893,171247.0,1.0,25684.0,1,1,4,114,6,Hibernating
15894,,,10961.0,,,1,---,1,No Basket History
15896,8846940.0,2.0,10296.0,3,2,1,321,6,Hibernating
15897,11412983.0,4.0,61741.0,4,4,5,445,13,Champions
15898,8975555.0,1.0,67219.0,3,1,5,315,9,At Risk
15899,,,7790.0,,,1,---,1,No Basket History
15900,2855872.0,1.0,13900.0,1,1,2,112,4,Hibernating
15902,,,9826.0,,,1,---,1,No Basket History
15903,5536822.0,1.0,10717.0,1,1,1,111,3,Hibernating
15904,,,18119.0,,,3,---,3,No Basket History
15906,,,36488.0,,,5,---,5,No Basket History
15907,11489462.0,8.0,48915.0,5,5,5,555,15,Champions
15908,1400789.0,1.0,20227.0,1,1,3,113,5,Hibernating
15909,11621804.0,1.0,12686.0,5,1,1,511,7,Promising
15910,10778300.0,7.0,20562.0,4,5,3,453,12,Loyal Visitors
15912,7274975.0,3.0,40281.0,2,3,5,235,10,High Spenders
15913,9214816.0,4.0,25621.0,3,4,4,344,11,High Spenders
15914,10900623.0,7.0,20970.0,4,5,3,453,12,Loyal Visitors
15915,,,6627.0,,,1,---,1,No Basket History
15916,8220464.0,4.0,41904.0,2,4,5,245,11,High Spenders
15917,11979180.0,2.0,13543.0,5,2,2,522,9,Promising
15919,11187398.0,9.0,17037.0,4,5,2,452,11,Loyal Visitors
15920,6456829.0,1.0,23368.0,2,1,4,214,7,At Risk
15921,4129274.0,1.0,16633.0,1,1,2,112,4,Hibernating
15922,5436424.0,1.0,17361.0,1,1,2,112,4,Hibernating
15924,11781261.0,6.0,14969.0,5,5,2,552,12,Loyal Visitors
15925,11752644.0,2.0,30147.0,5,2,4,524,11,High Spenders
15926,12006431.0,3.0,14490.0,5,3,2,532,10,Loyal Visitors
15927,10289936.0,13.0,15166.0,3,5,2,352,10,Loyal Visitors
15928,9590342.0,5.0,38303.0,3,4,5,345,12,High Spenders
15930,,,14434.0,,,2,---,2,No Basket History
15931,1601914.0,2.0,23861.0,1,2,4,124,7,At Risk
15932,9574641.0,1.0,38511.0,3,1,5,315,9,At Risk
15933,11980337.0,5.0,22742.0,5,4,3,543,12,Loyal Visitors
15934,5093492.0,3.0,29417.0,1,3,4,134,8,Need Attention
15935,5010131.0,1.0,36193.0,1,1,5,115,7,At Risk
15936,8305701.0,4.0,17654.0,2,4,3,243,9,Need Attention
15938,11590386.0,13.0,6991.0,5,5,1,551,11,Loyal Visitors
15939,9040709.0,6.0,17023.0,3,5,2,352,10,Loyal Visitors
15940,8151892.0,14.0,61436.0,2,5,5,255,12,High Spenders
15941,9259219.0,2.0,30173.0,3,2,4,324,9,At Risk
15942,12202212.0,3.0,23650.0,5,3,4,534,12,High Spenders
15943,,,9196.0,,,1,---,1,No Basket History
15944,4679250.0,1.0,31798.0,1,1,4,114,6,Hibernating
15945,,,16005.0,,,2,---,2,No Basket History
15946,10290406.0,2.0,23406.0,3,2,4,324,9,At Risk
15947,7467477.0,1.0,29021.0,2,1,4,214,7,At Risk
15948,10540539.0,6.0,25120.0,4,5,4,454,13,Champions
15949,10184457.0,2.0,14122.0,3,2,2,322,7,At Risk
15951,11003092.0,3.0,56444.0,4,3,5,435,12,High Spenders
15952,11372104.0,1.0,12534.0,4,1,1,411,6,Hibernating
15953,9021392.0,1.0,18092.0,3,1,3,313,7,At Risk
15954,9017446.0,3.0,12433.0,3,3,1,331,7,Need Attention
15955,10185158.0,4.0,21268.0,3,4,3,343,10,Loyal Visitors
15956,11809974.0,5.0,33385.0,5,4,5,545,14,Champions
15957,7797945.0,3.0,16827.0,2,3,2,232,7,Need Attention
15959,8937118.0,1.0,29029.0,3,1,4,314,8,At Risk
15960,12219732.0,6.0,43085.0,5,5,5,555,15,Champions
15961,3339409.0,1.0,15989.0,1,1,2,112,4,Hibernating
15962,,,35692.0,,,5,---,5,No Basket History
15963,9742395.0,2.0,40059.0,3,2,5,325,10,High Spenders
15964,,,11530.0,,,1,---,1,No Basket History
15965,6441155.0,2.0,35322.0,2,2,5,225,9,At Risk
15966,1774711.0,1.0,14397.0,1,1,2,112,4,Hibernating
15967,,,14485.0,,,2,---,2,No Basket History
15968,4370211.0,2.0,21141.0,1,2,3,123,6,Hibernating
15969,9581328.0,11.0,25345.0,3,5,4,354,12,High Spenders
15970,6904731.0,3.0,12751.0,2,3,1,231,6,Hibernating
15972,10627526.0,5.0,24993.0,4,4,4,444,12,High Spenders
15973,9307554.0,1.0,19213.0,3,1,3,313,7,At Risk
15974,11055600.0,2.0,19157.0,4,2,3,423,9,Promising
15975,,,19007.0,,,3,---,3,No Basket History
15977,11291894.0,3.0,25213.0,4,3,4,434,11,High Spenders
15978,6451859.0,2.0,15840.0,2,2,2,222,6,Hibernating
15979,,,18174.0,,,3,---,3,No Basket History
15980,10610167.0,4.0,37064.0,4,4,5,445,13,Champions
15983,9269365.0,4.0,16985.0,3,4,2,342,9,Need Attention
15984,12032840.0,1.0,25735.0,5,1,4,514,10,High Spenders
15985,8574070.0,3.0,19871.0,2,3,3,233,8,Need Attention
15986,3682583.0,1.0,17530.0,1,1,2,112,4,Hibernating
15987,12087631.0,8.0,14656.0,5,5,2,552,12,Loyal Visitors
15988,10819256.0,2.0,49103.0,4,2,5,425,11,High Spenders
15989,,,23726.0,,,4,---,4,No Basket History
15991,9289877.0,2.0,11789.0,3,2,1,321,6,Hibernating
15992,,,20650.0,,,3,---,3,No Basket History
15993,2600335.0,2.0,48866.0,1,2,5,125,8,At Risk
15994,,,6511.0,,,1,---,1,No Basket History
15995,11488609.0,4.0,14163.0,5,4,2,542,11,Loyal Visitors
15997,10566614.0,7.0,25767.0,4,5,4,454,13,Champions
15998,3980667.0,1.0,51741.0,1,1,5,115,7,At Risk
16000,,,7302.0,,,1,---,1,No Basket History
16001,7686837.0,3.0,15428.0,2,3,2,232,7,Need Attention
16002,11019311.0,10.0,11340.0,4,5,1,451,10,Loyal Visitors
16003,8574201.0,3.0,49776.0,2,3,5,235,10,High Spenders
16004,3000558.0,2.0,31119.0,1,2,4,124,7,At Risk
16006,10418261.0,5.0,10911.0,4,4,1,441,9,Promising
16007,6553523.0,1.0,14036.0,2,1,2,212,5,Hibernating
16008,6154813.0,2.0,20268.0,2,2,3,223,7,At Risk
16009,10720881.0,3.0,15342.0,4,3,2,432,9,Promising
16010,12164090.0,5.0,18644.0,5,4,3,543,12,Loyal Visitors
16011,1173045.0,2.0,10856.0,1,2,1,121,4,Hibernating
16012,2709022.0,2.0,23316.0,1,2,4,124,7,At Risk
16013,12177892.0,5.0,16700.0,5,4,2,542,11,Loyal Visitors
16014,6959585.0,4.0,9817.0,2,4,1,241,7,Need Attention
16015,2687480.0,1.0,17370.0,1,1,2,112,4,Hibernating
16016,2857793.0,3.0,41506.0,1,3,5,135,9,Need Attention
16018,5915340.0,3.0,5843.0,1,3,1,131,5,Hibernating
16019,11237870.0,5.0,25533.0,4,4,4,444,12,High Spenders
16020,,,10133.0,,,1,---,1,No Basket History
16021,8028967.0,4.0,19799.0,2,4,3,243,9,Need Attention
