customer_id,recency_invoice,frequency,total_spending,R_score,F_score,M_score,RFM_code,RFM_total
16491,8377004.0,1.0,21373.0,2,1,3,213,6
16492,11156981.0,5.0,20371.0,4,4,3,443,11
16493,7979860.0,1.0,15395.0,2,1,2,212,5
16494,2153673.0,1.0,48443.0,1,1,5,115,7
16495,11435274.0,3.0,32479.0,4,3,5,435,12
16496,11937677.0,2.0,38572.0,5,2,5,525,12
16497,2151791.0,1.0,20113.0,1,1,3,113,5
16498,,,5191.0,,,1,---,1
16499,9054440.0,4.0,19593.0,3,4,3,343,10
16501,6395495.0,2.0,17067.0,2,2,2,222,6
16502,1787461.0,1.0,26175.0,1,1,4,114,6
16503,10824577.0,1.0,26327.0,4,1,4,414,9
16504,11052688.0,5.0,40449.0,4,4,5,445,13
16505,8005203.0,1.0,15282.0,2,1,2,212,5
16507,,,18628.0,,,3,---,3
16508,,,8930.0,,,1,---,1
16509,7789803.0,4.0,13819.0,2,4,2,242,8
16510,7571780.0,2.0,49408.0,2,2,5,225,9
16512,1127459.0,1.0,26493.0,1,1,4,114,6
16513,11955958.0,4.0,12011.0,5,4,1,541,10
16514,8894307.0,3.0,22659.0,3,3,3,333,9
16515,4243635.0,2.0,15809.0,1,2,2,122,5
16516,5682125.0,1.0,32528.0,1,1,5,115,7
16517,9113791.0,1.0,36010.0,3,1,5,315,9
16518,10661762.0,2.0,20454.0,4,2,3,423,9
16519,9570981.0,1.0,24636.0,3,1,4,314,8
16520,12123507.0,2.0,11838.0,5,2,1,521,8
16521,11778768.0,4.0,22127.0,5,4,3,543,12
16522,,,15129.0,,,2,---,2
16523,,,28360.0,,,4,---,4
16524,11424592.0,5.0,21870.0,4,4,3,443,11
16525,11387447.0,4.0,46474.0,4,4,5,445,13
16527,11771224.0,4.0,20199.0,5,4,3,543,12
16528,11867321.0,4.0,25898.0,5,4,4,544,13
16529,12056223.0,3.0,33821.0,5,3,5,535,13
16530,12171108.0,3.0,16067.0,5,3,2,532,10
16531,6706591.0,6.0,21320.0,2,5,3,253,10
16532,11532980.0,3.0,9830.0,5,3,1,531,9
16533,9136307.0,3.0,37133.0,3,3,5,335,11
16534,2869496.0,1.0,38778.0,1,1,5,115,7
16536,4097732.0,1.0,26081.0,1,1,4,114,6
16538,10112240.0,5.0,6980.0,3,4,1,341,8
16539,6545932.0,3.0,21168.0,2,3,3,233,8
16540,9940137.0,5.0,12684.0,3,4,1,341,8
16541,10762971.0,2.0,26787.0,4,2,4,424,10
16542,3878787.0,2.0,23304.0,1,2,4,124,7
16543,5381244.0,4.0,19372.0,1,4,3,143,8
16544,9270068.0,5.0,41153.0,3,4,5,345,12
16545,5808396.0,2.0,24483.0,1,2,4,124,7
16547,11514358.0,12.0,22873.0,5,5,3,553,13
16548,3155365.0,2.0,30433.0,1,2,4,124,7
16549,1213005.0,1.0,28587.0,1,1,4,114,6
16551,11817220.0,3.0,13298.0,5,3,1,531,9
16553,10463628.0,6.0,26648.0,4,5,4,454,13
16554,,,20433.0,,,3,---,3
16556,,,23710.0,,,4,---,4
16557,12199840.0,4.0,16152.0,5,4,2,542,11
16558,1130575.0,1.0,30754.0,1,1,4,114,6
16559,9580651.0,4.0,50694.0,3,4,5,345,12
16561,12076223.0,4.0,65874.0,5,4,5,545,14
16563,11332344.0,3.0,14143.0,4,3,2,432,9
16564,10347266.0,5.0,30775.0,3,4,4,344,11
16566,7422149.0,4.0,14123.0,2,4,2,242,8
16568,11979803.0,2.0,15815.0,5,2,2,522,9
16569,11772226.0,7.0,27506.0,5,5,4,554,14
16571,4838161.0,1.0,19810.0,1,1,3,113,5
16572,10758638.0,7.0,19680.0,4,5,3,453,12
16573,10814871.0,2.0,15191.0,4,2,2,422,8
16575,9592422.0,1.0,16234.0,3,1,2,312,6
16576,11256023.0,6.0,23804.0,4,5,4,454,13
16578,9179205.0,7.0,32613.0,3,5,5,355,13
16579,10809323.0,5.0,9856.0,4,4,1,441,9
16581,10467483.0,4.0,21274.0,4,4,3,443,11
16582,8319436.0,5.0,13515.0,2,4,2,242,8
16583,10186315.0,1.0,48618.0,3,1,5,315,9
16584,11469025.0,2.0,15648.0,5,2,2,522,9
16585,10200143.0,2.0,15081.0,3,2,2,322,7
16586,10208909.0,4.0,25346.0,3,4,4,344,11
16587,8021684.0,4.0,12111.0,2,4,1,241,7
16588,5631364.0,1.0,18959.0,1,1,3,113,5
16589,11710814.0,2.0,24120.0,5,2,4,524,11
16591,,,13365.0,,,1,---,1
16593,7799481.0,5.0,16593.0,2,4,2,242,8
16594,,,62286.0,,,5,---,5
16595,10500692.0,2.0,12948.0,4,2,1,421,7
16596,11960008.0,1.0,12318.0,5,1,1,511,7
16597,9989328.0,4.0,59149.0,3,4,5,345,12
16598,11319209.0,3.0,19081.0,4,3,3,433,10
16599,253098.0,1.0,11553.0,1,1,1,111,3
16600,9963365.0,3.0,13714.0,3,3,2,332,8
16601,1436664.0,1.0,36581.0,1,1,5,115,7
16602,10067737.0,1.0,67256.0,3,1,5,315,9
16603,8243613.0,4.0,21640.0,2,4,3,243,9
16604,9574163.0,13.0,18001.0,3,5,3,353,11
16606,7713924.0,6.0,19886.0,2,5,3,253,10
16607,7787372.0,3.0,15437.0,2,3,2,232,7
16608,9659383.0,3.0,25077.0,3,3,4,334,10
16609,11499670.0,4.0,17827.0,5,4,3,543,12
16610,12048714.0,7.0,27019.0,5,5,4,554,14
16612,12005857.0,2.0,15019.0,5,2,2,522,9
16615,11295793.0,3.0,34242.0,4,3,5,435,12
16616,,,21771.0,,,3,---,3
16617,5180019.0,1.0,20900.0,1,1,3,113,5
16618,4190634.0,1.0,39713.0,1,1,5,115,7
16619,9600229.0,4.0,11051.0,3,4,1,341,8
16620,10357496.0,5.0,17574.0,3,4,2,342,9
16621,,,10985.0,,,1,---,1
16622,11472384.0,2.0,16684.0,5,2,2,522,9
16623,9556219.0,4.0,18058.0,3,4,3,343,10
16625,3009408.0,1.0,26891.0,1,1,4,114,6
16626,1611918.0,1.0,21628.0,1,1,3,113,5
16627,12060197.0,5.0,23222.0,5,4,4,544,13
16628,9059258.0,4.0,21787.0,3,4,3,343,10
16629,,,16824.0,,,2,---,2
16630,,,53080.0,,,5,---,5
16632,11138907.0,1.0,38963.0,4,1,5,415,10
16633,9818323.0,4.0,29299.0,3,4,4,344,11
16634,11496181.0,7.0,15121.0,5,5,2,552,12
16635,534318.0,1.0,13212.0,1,1,1,111,3
16636,12111211.0,1.0,26465.0,5,1,4,514,10
16637,3570666.0,1.0,37698.0,1,1,5,115,7
16638,1626488.0,2.0,58207.0,1,2,5,125,8
16639,,,26800.0,,,4,---,4
16640,11257856.0,7.0,34208.0,4,5,5,455,14
16641,8622113.0,1.0,32316.0,2,1,5,215,8
16642,6731098.0,2.0,27887.0,2,2,4,224,8
16643,,,9355.0,,,1,---,1
16644,6679822.0,2.0,20841.0,2,2,3,223,7
16645,11701264.0,1.0,17389.0,5,1,2,512,8
16646,9300516.0,5.0,28444.0,3,4,4,344,11
16648,4367950.0,1.0,18631.0,1,1,3,113,5
16650,,,66730.0,,,5,---,5
16652,,,34870.0,,,5,---,5
16653,,,41854.0,,,5,---,5
16654,3437369.0,2.0,7562.0,1,2,1,121,4
16655,10398317.0,1.0,22247.0,4,1,3,413,8
16656,11608410.0,11.0,15351.0,5,5,2,552,12
16657,24827.0,1.0,14516.0,1,1,2,112,4
16658,,,20073.0,,,3,---,3
16659,6115107.0,2.0,23519.0,2,2,4,224,8
16660,8328368.0,2.0,15712.0,2,2,2,222,6
16662,10761330.0,6.0,15856.0,4,5,2,452,11
16664,7149045.0,1.0,19467.0,2,1,3,213,6
16665,10728418.0,7.0,21637.0,4,5,3,453,12
16666,7628509.0,2.0,26802.0,2,2,4,224,8
16667,5885816.0,5.0,23178.0,1,4,4,144,9
16669,2759470.0,1.0,24802.0,1,1,4,114,6
16670,,,17043.0,,,2,---,2
16671,9461876.0,3.0,13899.0,3,3,2,332,8
16672,10876151.0,4.0,31103.0,4,4,4,444,12
16673,12163362.0,8.0,22191.0,5,5,3,553,13
16675,11139777.0,6.0,25587.0,4,5,4,454,13
16677,7101653.0,4.0,36995.0,2,4,5,245,11
16678,12239931.0,6.0,10388.0,5,5,1,551,11
16680,8889261.0,7.0,23781.0,3,5,4,354,12
16681,10998861.0,4.0,20109.0,4,4,3,443,11
16682,7657074.0,2.0,29925.0,2,2,4,224,8
16683,2655148.0,1.0,23583.0,1,1,4,114,6
16684,10826910.0,5.0,17180.0,4,4,2,442,10
16685,11737837.0,10.0,21100.0,5,5,3,553,13
16686,11935496.0,6.0,20835.0,5,5,3,553,13
16687,10667998.0,8.0,22454.0,4,5,3,453,12
16688,12068539.0,7.0,20113.0,5,5,3,553,13
16690,8521427.0,1.0,13437.0,2,1,2,212,5
16691,11522074.0,4.0,13970.0,5,4,2,542,11
16692,12114940.0,8.0,11318.0,5,5,1,551,11
16693,4844286.0,1.0,24175.0,1,1,4,114,6
16697,8013557.0,5.0,9247.0,2,4,1,241,7
16699,4204853.0,1.0,2378.0,1,1,1,111,3
16700,10976670.0,1.0,39202.0,4,1,5,415,10
16701,9165354.0,3.0,41669.0,3,3,5,335,11
16702,10472319.0,1.0,69481.0,4,1,5,415,10
16703,7200650.0,1.0,12219.0,2,1,1,211,4
16705,11614906.0,2.0,5405.0,5,2,1,521,8
16706,11956674.0,3.0,30347.0,5,3,4,534,12
16707,9424449.0,3.0,20507.0,3,3,3,333,9
16708,8233615.0,6.0,49919.0,2,5,5,255,12
16709,6625279.0,1.0,9476.0,2,1,1,211,4
16710,11769040.0,3.0,74909.0,5,3,5,535,13
16711,8956954.0,4.0,17109.0,3,4,2,342,9
16712,8790958.0,4.0,22724.0,2,4,3,243,9
16713,4537358.0,5.0,14338.0,1,4,2,142,7
16715,1480435.0,2.0,18505.0,1,2,3,123,6
16716,10046665.0,3.0,11720.0,3,3,1,331,7
16717,,,8645.0,,,1,---,1
16718,5305794.0,1.0,13907.0,1,1,2,112,4
16719,1941001.0,1.0,20224.0,1,1,3,113,5
16720,8927066.0,2.0,10282.0,3,2,1,321,6
16723,,,19239.0,,,3,---,3
16724,,,6466.0,,,1,---,1
16725,10735359.0,3.0,70353.0,4,3,5,435,12
16726,11411026.0,4.0,14042.0,4,4,2,442,10
16728,12125710.0,7.0,46132.0,5,5,5,555,15
16729,10973326.0,3.0,21486.0,4,3,3,433,10
16730,,,15221.0,,,2,---,2
16731,,,18577.0,,,3,---,3
16732,11118563.0,1.0,20488.0,4,1,3,413,8
16733,11636803.0,2.0,16941.0,5,2,2,522,9
16734,5451593.0,1.0,31919.0,1,1,4,114,6
16736,10504413.0,5.0,11619.0,4,4,1,441,9
16737,9174524.0,3.0,23242.0,3,3,4,334,10
16738,502561.0,1.0,24508.0,1,1,4,114,6
16740,3780587.0,1.0,16889.0,1,1,2,112,4
16742,,,46809.0,,,5,---,5
16743,8170473.0,2.0,23362.0,2,2,4,224,8
16744,8329331.0,1.0,25950.0,2,1,4,214,7
16745,12100302.0,4.0,12852.0,5,4,1,541,10
16746,9131065.0,1.0,29231.0,3,1,4,314,8
16747,4267164.0,3.0,23179.0,1,3,4,134,8
16748,,,35838.0,,,5,---,5
16749,10838352.0,4.0,13503.0,4,4,2,442,10
16750,11401496.0,5.0,22964.0,4,4,3,443,11
16751,2262994.0,5.0,33893.0,1,4,5,145,10
16752,1416947.0,1.0,24548.0,1,1,4,114,6
16753,10062253.0,7.0,22301.0,3,5,3,353,11
16754,9916687.0,1.0,13074.0,3,1,1,311,5
16755,9297117.0,5.0,26733.0,3,4,4,344,11
16758,10388834.0,4.0,41145.0,3,4,5,345,12
16759,11103237.0,4.0,44949.0,4,4,5,445,13
16760,,,26095.0,,,4,---,4
16761,11483549.0,6.0,28588.0,5,5,4,554,14
16762,4732791.0,2.0,21448.0,1,2,3,123,6
16764,8361173.0,8.0,17092.0,2,5,2,252,9
16765,6741227.0,1.0,21483.0,2,1,3,213,6
16768,8124676.0,7.0,10765.0,2,5,1,251,8
16769,7428805.0,3.0,10449.0,2,3,1,231,6
16770,,,71411.0,,,5,---,5
16771,6439172.0,4.0,19212.0,2,4,3,243,9
16772,9254000.0,15.0,13439.0,3,5,2,352,10
16773,6805587.0,3.0,34361.0,2,3,5,235,10
16774,8416621.0,6.0,20856.0,2,5,3,253,10
16775,7783662.0,1.0,26952.0,2,1,4,214,7
16777,10945764.0,15.0,22471.0,4,5,3,453,12
16778,,,22849.0,,,3,---,3
16780,8425621.0,6.0,22333.0,2,5,3,253,10
16781,,,9968.0,,,1,---,1
16782,,,12818.0,,,1,---,1
16783,7093534.0,4.0,5193.0,2,4,1,241,7
16786,4547165.0,2.0,24266.0,1,2,4,124,7
16787,3326459.0,1.0,24462.0,1,1,4,114,6
16788,6203899.0,6.0,24943.0,2,5,4,254,11
16789,,,16702.0,,,2,---,2
16791,11895542.0,4.0,18502.0,5,4,3,543,12
16792,12136852.0,5.0,15903.0,5,4,2,542,11
16793,11508599.0,5.0,29194.0,5,4,4,544,13
16795,11714642.0,4.0,8113.0,5,4,1,541,10
16796,8581867.0,2.0,12351.0,2,2,1,221,5
16797,,,23753.0,,,4,---,4
16798,7334450.0,2.0,19786.0,2,2,3,223,7
16799,9519364.0,2.0,25972.0,3,2,4,324,9
16800,7074084.0,1.0,14017.0,2,1,2,212,5
16801,12119268.0,4.0,20088.0,5,4,3,543,12
16803,,,16769.0,,,2,---,2
16804,11930485.0,5.0,21612.0,5,4,3,543,12
16805,11210209.0,5.0,23174.0,4,4,4,444,12
16806,11275565.0,1.0,20285.0,4,1,3,413,8
16807,7906221.0,3.0,15796.0,2,3,2,232,7
16808,,,15466.0,,,2,---,2
16810,8567893.0,2.0,11862.0,2,2,1,221,5
16811,5438915.0,1.0,14628.0,1,1,2,112,4
16812,10731722.0,4.0,25962.0,4,4,4,444,12
16813,,,17109.0,,,2,---,2
16814,10747039.0,7.0,13878.0,4,5,2,452,11
16815,5773702.0,2.0,3414.0,1,2,1,121,4
16816,1163455.0,2.0,9031.0,1,2,1,121,4
16817,11960167.0,6.0,15705.0,5,5,2,552,12
16818,11148833.0,5.0,23875.0,4,4,4,444,12
16819,7751555.0,3.0,43465.0,2,3,5,235,10
16821,11360090.0,3.0,14795.0,4,3,2,432,9
16823,10747756.0,5.0,27675.0,4,4,4,444,12
16824,8405610.0,4.0,10713.0,2,4,1,241,7
16826,6953278.0,2.0,42105.0,2,2,5,225,9
16827,5951207.0,1.0,14418.0,1,1,2,112,4
16828,8168677.0,4.0,9823.0,2,4,1,241,7
16829,8533724.0,3.0,29077.0,2,3,4,234,9
16830,11940239.0,4.0,12227.0,5,4,1,541,10
16831,5887750.0,3.0,4357.0,1,3,1,131,5
16832,11107163.0,3.0,13637.0,4,3,2,432,9
16833,9675877.0,6.0,17915.0,3,5,3,353,11
16834,10892539.0,3.0,21289.0,4,3,3,433,10
16835,,,4410.0,,,1,---,1
16836,,,15387.0,,,2,---,2
16837,,,16904.0,,,2,---,2
16838,10439682.0,5.0,15212.0,4,4,2,442,10
16839,11769474.0,5.0,11130.0,5,4,1,541,10
16840,1893305.0,1.0,6911.0,1,1,1,111,3
16841,6718337.0,2.0,17126.0,2,2,2,222,6
16842,,,11946.0,,,1,---,1
16844,9669480.0,3.0,22628.0,3,3,3,333,9
16846,9966055.0,4.0,42124.0,3,4,5,345,12
16847,10436117.0,4.0,31415.0,4,4,4,444,12
16848,9642684.0,2.0,36146.0,3,2,5,325,10
16849,12073050.0,4.0,13024.0,5,4,1,541,10
16850,7549753.0,1.0,20421.0,2,1,3,213,6
16851,9830402.0,2.0,17561.0,3,2,2,322,7
16852,9077063.0,1.0,39746.0,3,1,5,315,9
16853,239177.0,1.0,21766.0,1,1,3,113,5
16854,4506535.0,1.0,18313.0,1,1,3,113,5
16856,11481304.0,12.0,16579.0,5,5,2,552,12
16857,11692317.0,3.0,20405.0,5,3,3,533,11
16859,,,10985.0,,,1,---,1
16862,,,15425.0,,,2,---,2
16863,9487251.0,2.0,15425.0,3,2,2,322,7
16864,327510.0,1.0,56773.0,1,1,5,115,7
16865,10751905.0,6.0,38699.0,4,5,5,455,14
16866,,,18684.0,,,3,---,3
16868,4811955.0,3.0,26368.0,1,3,4,134,8
16869,8651113.0,6.0,49369.0,2,5,5,255,12
16871,5235062.0,1.0,16586.0,1,1,2,112,4
16872,6761532.0,1.0,11700.0,2,1,1,211,4
16873,,,6740.0,,,1,---,1
16874,11129311.0,1.0,12857.0,4,1,1,411,6
16875,11961369.0,3.0,48473.0,5,3,5,535,13
16876,4882239.0,1.0,24224.0,1,1,4,114,6
16877,10014481.0,4.0,45226.0,3,4,5,345,12
16878,9968712.0,4.0,14317.0,3,4,2,342,9
16879,,,24854.0,,,4,---,4
16880,,,50451.0,,,5,---,5
16881,10482587.0,5.0,34922.0,4,4,5,445,13
16882,10326219.0,4.0,11868.0,3,4,1,341,8
16884,9548347.0,4.0,22079.0,3,4,3,343,10
16885,2815997.0,1.0,20270.0,1,1,3,113,5
16886,12157244.0,4.0,36728.0,5,4,5,545,14
16888,11970342.0,5.0,5729.0,5,4,1,541,10
16889,8520992.0,1.0,22307.0,2,1,3,213,6
16890,11484603.0,5.0,13797.0,5,4,2,542,11
16891,4672912.0,1.0,21004.0,1,1,3,113,5
16892,11123114.0,4.0,45528.0,4,4,5,445,13
16893,11591874.0,13.0,25203.0,5,5,4,554,14
16894,5507631.0,1.0,32018.0,1,1,4,114,6
16895,6359561.0,2.0,28808.0,2,2,4,224,8
16896,9561495.0,2.0,20363.0,3,2,3,323,8
16897,9859751.0,2.0,17840.0,3,2,3,323,8
16898,,,27490.0,,,4,---,4
16899,12093301.0,11.0,22378.0,5,5,3,553,13
16900,,,19285.0,,,3,---,3
16901,4631014.0,1.0,15566.0,1,1,2,112,4
16902,,,15987.0,,,2,---,2
16903,9715858.0,4.0,15166.0,3,4,2,342,9
16904,,,6808.0,,,1,---,1
16905,8377190.0,1.0,19830.0,2,1,3,213,6
16906,,,9621.0,,,1,---,1
16907,10547182.0,2.0,36777.0,4,2,5,425,11
16909,10697987.0,2.0,14053.0,4,2,2,422,8
16910,,,32976.0,,,5,---,5
16911,1290663.0,1.0,32340.0,1,1,5,115,7
16912,11047992.0,4.0,28549.0,4,4,4,444,12
16913,6738296.0,1.0,28230.0,2,1,4,214,7
16914,1137752.0,1.0,22091.0,1,1,3,113,5
16915,9207892.0,4.0,6615.0,3,4,1,341,8
16916,7626429.0,3.0,14990.0,2,3,2,232,7
16917,7908574.0,1.0,40715.0,2,1,5,215,8
16920,,,6325.0,,,1,---,1
16921,12226227.0,1.0,47577.0,5,1,5,515,11
16922,8946566.0,1.0,83490.0,3,1,5,315,9
16923,6784144.0,1.0,34601.0,2,1,5,215,8
16925,,,47534.0,,,5,---,5
16926,5762358.0,1.0,20858.0,1,1,3,113,5
16927,6451704.0,1.0,11229.0,2,1,1,211,4
16928,8659266.0,4.0,15629.0,2,4,2,242,8
16929,679818.0,1.0,28413.0,1,1,4,114,6
16930,4546449.0,1.0,38703.0,1,1,5,115,7
16931,,,28427.0,,,4,---,4
16932,10276284.0,8.0,8643.0,3,5,1,351,9
16933,10943060.0,4.0,22335.0,4,4,3,443,11
16934,11872742.0,2.0,4188.0,5,2,1,521,8
16935,12218665.0,4.0,18944.0,5,4,3,543,12
16936,10984470.0,5.0,17639.0,4,4,3,443,11
16937,11231963.0,5.0,24109.0,4,4,4,444,12
16938,11676910.0,2.0,14087.0,5,2,2,522,9
16939,11763229.0,5.0,10670.0,5,4,1,541,10
16940,10133286.0,2.0,14641.0,3,2,2,322,7
16941,10045818.0,3.0,13337.0,3,3,1,331,7
16942,9951209.0,8.0,24571.0,3,5,4,354,12
16943,11131288.0,8.0,9186.0,4,5,1,451,10
16944,3261169.0,3.0,24363.0,1,3,4,134,8
16945,11386889.0,10.0,25848.0,4,5,4,454,13
16946,4685467.0,2.0,40080.0,1,2,5,125,8
16947,11892063.0,9.0,25896.0,5,5,4,554,14
16948,10972697.0,7.0,17616.0,4,5,2,452,11
16949,,,14568.0,,,2,---,2
16950,7966772.0,5.0,58972.0,2,4,5,245,11
16951,12119331.0,3.0,24091.0,5,3,4,534,12
16952,8331497.0,4.0,11438.0,2,4,1,241,7
16953,4551560.0,1.0,14620.0,1,1,2,112,4
16954,7699896.0,4.0,56681.0,2,4,5,245,11
16956,2005661.0,1.0,10705.0,1,1,1,111,3
16957,5222968.0,4.0,15729.0,1,4,2,142,7
16958,5095847.0,1.0,30872.0,1,1,4,114,6
16959,9750635.0,2.0,39337.0,3,2,5,325,10
16960,2704670.0,2.0,18929.0,1,2,3,123,6
16962,10226256.0,3.0,17017.0,3,3,2,332,8
16963,7476035.0,5.0,9701.0,2,4,1,241,7
16964,10600669.0,8.0,14202.0,4,5,2,452,11
16965,11849337.0,5.0,52266.0,5,4,5,545,14
16967,12128217.0,9.0,15121.0,5,5,2,552,12
16968,5190548.0,2.0,51221.0,1,2,5,125,8
16969,10827199.0,5.0,17992.0,4,4,3,443,11
16970,9608655.0,6.0,17974.0,3,5,3,353,11
16971,5518416.0,3.0,28100.0,1,3,4,134,8
16972,7468223.0,9.0,40204.0,2,5,5,255,12
16973,,,17760.0,,,3,---,3
16974,,,30156.0,,,4,---,4
16975,11802088.0,3.0,11016.0,5,3,1,531,9
16976,9942812.0,5.0,61901.0,3,4,5,345,12
16977,9739360.0,5.0,12349.0,3,4,1,341,8
16978,1886399.0,1.0,15402.0,1,1,2,112,4
16979,3080445.0,1.0,19862.0,1,1,3,113,5
16980,9504349.0,4.0,14968.0,3,4,2,342,9
16982,,,40624.0,,,5,---,5
16983,9088238.0,1.0,19401.0,3,1,3,313,7
16984,10557250.0,3.0,29563.0,4,3,4,434,11
16985,10074480.0,5.0,16240.0,3,4,2,342,9
16986,5133382.0,1.0,19568.0,1,1,3,113,5
16987,9450274.0,3.0,34876.0,3,3,5,335,11
16988,3116059.0,1.0,11757.0,1,1,1,111,3
16989,,,17111.0,,,2,---,2
16990,,,23593.0,,,4,---,4
16991,10474599.0,1.0,60188.0,4,1,5,415,10
16992,8993045.0,4.0,10422.0,3,4,1,341,8
16993,12138825.0,1.0,29949.0,5,1,4,514,10
16994,2660980.0,1.0,12470.0,1,1,1,111,3
16996,,,15937.0,,,2,---,2
16997,11353477.0,1.0,14256.0,4,1,2,412,7
16998,9791323.0,2.0,24620.0,3,2,4,324,9
16999,3432655.0,1.0,27419.0,1,1,4,114,6
17000,11287818.0,2.0,50584.0,4,2,5,425,11
17001,,,14153.0,,,2,---,2
17002,6314202.0,2.0,40397.0,2,2,5,225,9
17003,12214258.0,7.0,19715.0,5,5,3,553,13
17004,5110735.0,1.0,11280.0,1,1,1,111,3
17006,4753423.0,2.0,22126.0,1,2,3,123,6
17007,10014906.0,7.0,5597.0,3,5,1,351,9
17008,10809719.0,8.0,67077.0,4,5,5,455,14
17009,10263423.0,4.0,20000.0,3,4,3,343,10
17010,5474756.0,2.0,8933.0,1,2,1,121,4
17011,12223354.0,5.0,29812.0,5,4,4,544,13
17012,10032635.0,5.0,27726.0,3,4,4,344,11
17013,7606110.0,1.0,29551.0,2,1,4,214,7
17014,11877799.0,5.0,34118.0,5,4,5,545,14
17015,6876278.0,2.0,14992.0,2,2,2,222,6
17016,11165472.0,5.0,11966.0,4,4,1,441,9
17017,10260649.0,4.0,18751.0,3,4,3,343,10
17018,11039267.0,6.0,17155.0,4,5,2,452,11
17019,10618879.0,2.0,7272.0,4,2,1,421,7
17020,12141453.0,5.0,23006.0,5,4,3,543,12
17022,,,6482.0,,,1,---,1
17023,,,3939.0,,,1,---,1
17024,11431154.0,11.0,16590.0,4,5,2,452,11
17025,12111791.0,8.0,10232.0,5,5,1,551,11
17026,11574624.0,5.0,30677.0,5,4,4,544,13
17028,12116127.0,1.0,41514.0,5,1,5,515,11
17030,650704.0,1.0,27728.0,1,1,4,114,6
17031,10752622.0,6.0,18029.0,4,5,3,453,12
17032,7632344.0,5.0,34528.0,2,4,5,245,11
17033,6441402.0,2.0,13284.0,2,2,1,221,5
17034,11707854.0,4.0,29954.0,5,4,4,544,13
17035,11618511.0,3.0,15198.0,5,3,2,532,10
17037,10736602.0,6.0,44985.0,4,5,5,455,14
17038,,,70756.0,,,5,---,5
17040,11752161.0,13.0,48569.0,5,5,5,555,15
17041,,,21626.0,,,3,---,3
17042,10493006.0,3.0,8862.0,4,3,1,431,8
17043,4630634.0,1.0,49831.0,1,1,5,115,7
17044,12231432.0,3.0,20579.0,5,3,3,533,11
17045,11273953.0,3.0,18005.0,4,3,3,433,10
17046,8308082.0,4.0,12495.0,2,4,1,241,7
17047,12131423.0,3.0,10748.0,5,3,1,531,9
17048,9683711.0,2.0,4821.0,3,2,1,321,6
17049,10749965.0,1.0,8272.0,4,1,1,411,6
17050,999685.0,1.0,17957.0,1,1,3,113,5
17051,11476279.0,4.0,21111.0,5,4,3,543,12
17052,8838167.0,4.0,22547.0,3,4,3,343,10
17053,9855441.0,1.0,19618.0,3,1,3,313,7
17055,11453784.0,3.0,19757.0,4,3,3,433,10
17058,8429106.0,2.0,16031.0,2,2,2,222,6
17059,10610928.0,5.0,51110.0,4,4,5,445,13
17060,11689880.0,5.0,10364.0,5,4,1,541,10
17061,3125967.0,1.0,5641.0,1,1,1,111,3
17062,11241941.0,5.0,12995.0,4,4,1,441,9
17063,11792306.0,8.0,46697.0,5,5,5,555,15
17064,,,27247.0,,,4,---,4
17065,12084278.0,5.0,14337.0,5,4,2,542,11
17066,,,17097.0,,,2,---,2
17067,8773547.0,2.0,24007.0,2,2,4,224,8
17068,4677444.0,1.0,10769.0,1,1,1,111,3
17069,,,29897.0,,,4,---,4
17070,2841578.0,2.0,16984.0,1,2,2,122,5
17072,6460754.0,1.0,10753.0,2,1,1,211,4
17073,,,14400.0,,,2,---,2
17074,10445769.0,2.0,26300.0,4,2,4,424,10
17075,11407345.0,9.0,23123.0,4,5,4,454,13
17076,4859197.0,1.0,15293.0,1,1,2,112,4
17078,3562108.0,1.0,8845.0,1,1,1,111,3
17079,,,16650.0,,,2,---,2
17080,10264898.0,11.0,38232.0,3,5,5,355,13
17083,11967701.0,4.0,14710.0,5,4,2,542,11
17084,,,28384.0,,,4,---,4
17086,,,10585.0,,,1,---,1
17087,11159333.0,4.0,6102.0,4,4,1,441,9
17088,6731944.0,1.0,10215.0,2,1,1,211,4
17089,10293814.0,1.0,55444.0,3,1,5,315,9
17090,11592719.0,15.0,19767.0,5,5,3,553,13
17091,10382769.0,4.0,16169.0,3,4,2,342,9
17092,8893928.0,5.0,17573.0,3,4,2,342,9
17093,7990895.0,1.0,13368.0,2,1,2,212,5
17094,9089471.0,3.0,12484.0,3,3,1,331,7
17095,11000659.0,6.0,15975.0,4,5,2,452,11
17096,4178188.0,1.0,20792.0,1,1,3,113,5
17097,4561609.0,1.0,6027.0,1,1,1,111,3
17098,7669731.0,3.0,42326.0,2,3,5,235,10
17099,257732.0,1.0,18045.0,1,1,3,113,5
17100,2358618.0,2.0,25328.0,1,2,4,124,7
17101,,,37256.0,,,5,---,5
17103,9023844.0,8.0,16239.0,3,5,2,352,10
17104,9468550.0,11.0,18779.0,3,5,3,353,11
17105,10611341.0,4.0,15174.0,4,4,2,442,10
17107,4363098.0,1.0,28644.0,1,1,4,114,6
17108,11650892.0,7.0,6278.0,5,5,1,551,11
17109,6945836.0,1.0,28555.0,2,1,4,214,7
17110,11757705.0,8.0,19853.0,5,5,3,553,13
17111,8966669.0,3.0,19514.0,3,3,3,333,9
17112,6309044.0,1.0,38638.0,2,1,5,215,8
17113,10404241.0,1.0,23153.0,4,1,4,414,9
17114,2355952.0,1.0,13495.0,1,1,2,112,4
